119,mmr_polbnda_adm3_250k_mimu_1.175,Rakhine,MMR012,Mrauk-U,MMR012D005,Mrauk-U,MMR012003,မြောက်ဦး,41525,225,115893,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},19,0,233
128,mmr_polbnda_adm3_250k_mimu_1.89,Kayin,MMR003,Hpa-An,MMR003D001,Hlaingbwe,MMR003002,လှိုင်းဘွဲ့,53120,356,149192,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},20,19,369
110,mmr_polbnda_adm3_250k_mimu_1.167,Rakhine,MMR012,Kyaukpyu,MMR012D003,Ann,MMR012014,အမ်း,27359,173,74160,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,"{'"red_flag'": '"true'", '"conflict_area'": '"true'"}",21,3,181
73,mmr_polbnda_adm3_250k_mimu_1.118,Magway,MMR009,Thayet,MMR009D003,Minhla,MMR009013,မင်းလှ,31622,1475,104290,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},63,6,1528
167,mmr_polbnda_adm3_250k_mimu_1.124,Mandalay,MMR010,Kyaukse,MMR010D003,Tada-U,MMR010016,တံတားဦး,32627,1114,96763,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},19,55,1277
172,mmr_polbnda_adm3_250k_mimu_1.131,Mandalay,MMR010,Mandalay,MMR010D001,Pyigyitagon,MMR010005,ပြည်ကြီးတံခွန်,43875,17692,162025,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},458,1488,19555
183,mmr_polbnda_adm3_250k_mimu_1.133,Mandalay,MMR010,Meiktila,MMR010D007,Meiktila,MMR010028,မိတ္ထီလာ,68439,16035,210663,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},483,898,17223
213,mmr_polbnda_adm3_250k_mimu_1.182,Rakhine,MMR012,Thandwe,MMR012D004,Thandwe,MMR012015,သံတွဲ,31075,1397,95906,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},92,61,1419
220,mmr_polbnda_adm3_250k_mimu_1.189,Sagaing,MMR005,Kanbalu,MMR005D002,Kanbalu,MMR005007,ကန့်ဘလူ,61326,693,190363,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},24,30,745
236,mmr_polbnda_adm3_250k_mimu_1.203,Sagaing,MMR005,Monywa,MMR005D003,Monywa,MMR005012,မုံရွာ,75962,9687,262808,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},413,777,9926
283,mmr_polbnda_adm3_250k_mimu_1.275,Shan (South),MMR222,Taunggyi,MMR014D001,Taunggyi,MMR014001,တောင်ကြီး,94869,16169,288238,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},347,1065,16765
6,mmr_polbnda_adm3_250k_mimu_1.6,Ayeyarwady,MMR017,Hinthada,MMR017D002,Zalun,MMR017009,ဇလွန်,42073,5798,112071,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},178,562,5944
17,mmr_polbnda_adm3_250k_mimu_1.17,Ayeyarwady,MMR017,Pathein,MMR017D001,Kyaunggon,MMR017007,ကျောင်းကုန်း,41402,4471,108023,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},178,438,4575
124,mmr_polbnda_adm3_250k_mimu_1.85,Kayah,MMR002,Loikaw,MMR002D001,Demoso,MMR002002,ဒီးမော့ဆို,15347,182,43847,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},5,6,196
215,mmr_polbnda_adm3_250k_mimu_1.184,Sagaing,MMR005,Hkamti,MMR005D008,Hkamti,MMR005033,ခန္တီး,7361,58,30544,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},0,0,66
230,mmr_polbnda_adm3_250k_mimu_1.199,Sagaing,MMR005,Mawlaik,MMR005D007,Paungbyin,MMR005032,ဖောင်းပြင်,20246,211,65158,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},0,0,237
255,mmr_polbnda_adm3_250k_mimu_1.235,Shan (North),MMR222,Kokang Self-Administered Zone,MMR015D005,Laukkaing,MMR015022,လောက်ကိုင်,15181,5,57350,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},0,0,5
259,mmr_polbnda_adm3_250k_mimu_1.239,Shan (North),MMR222,Kyaukme,MMR015D003,Nawnghkio,MMR015013,နောင်ချို,32224,1429,98381,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},118,309,1442
26,mmr_polbnda_adm3_250k_mimu_1.26,Ayeyarwady,MMR017,Pyapon,MMR017D006,Pyapon,MMR017023,ဖျာပုံ,69416,7135,193222,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},236,139,7309
136,mmr_polbnda_adm3_250k_mimu_1.213,Sagaing,MMR005,Shwebo,MMR005D002,Taze,MMR005011,တန့်ဆည်,35937,461,106837,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},0,0,484
175,mmr_polbnda_adm3_250k_mimu_1.248,Shan (North),MMR222,Mongmit,MMR015D003,Mabein,MMR015018,မဘိမ်း,8632,43,31096,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},4,4,49
205,mmr_polbnda_adm3_250k_mimu_1.159,Nay Pyi Taw,MMR018,Det Khi Na,MMR018D002,Det Khi Na Thi Ri,MMR018004,ဒက္ခိဏသီရိ,6997,920,35157,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},2,2,27
261,mmr_polbnda_adm3_250k_mimu_1.241,Shan (North),MMR222,Lashio,MMR015D004,Kunlong,MMR015020,ကွမ်းလုံ,10392,48,32756,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},0,0,48
267,mmr_polbnda_adm3_250k_mimu_1.259,Shan (South),MMR222,Langkho,MMR014D003,Mongnai,MMR014019,မိုးနဲ,8485,107,25445,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},20,0,115
316,mmr_polbnda_adm3_250k_mimu_1.311,Yangon,MMR013,Yangon (South),MMR013D003,Kawhmu,MMR013028,ကော့မှူး,29792,3514,77361,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},70,17,3801
317,mmr_polbnda_adm3_250k_mimu_1.312,Yangon,MMR013,Yangon (South),MMR013D003,Kayan,MMR013026,ခရမ်း,39314,3576,104502,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},48,29,3806
29,mmr_polbnda_adm3_250k_mimu_1.29,Bago (East),MMR111,Bago,MMR007D001,Kawa,MMR007003,ကဝ,46075,1482,120159,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},61,8,1600
32,mmr_polbnda_adm3_250k_mimu_1.77,Kachin,MMR001,Puta-O,MMR001D004,Khaunglanhpu,MMR001018,ခေါင်လန်ဖူး,1711,4,6965,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},0,0,4
52,mmr_polbnda_adm3_250k_mimu_1.36,Bago (East),MMR111,Taungoo,MMR007D002,Kyaukkyi,MMR007011,ကျောက်ကြီး,22883,331,65503,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},3,2,342
64,mmr_polbnda_adm3_250k_mimu_1.110,Magway,MMR009,Pakokku,MMR009D004,Myaing,MMR009020,မြိုင်,53641,683,150214,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},2,0,738
116,mmr_polbnda_adm3_250k_mimu_1.173,Rakhine,MMR012,Mrauk-U,MMR012D005,Kyauktaw,MMR012004,ကျောက်တော်,36495,127,106671,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},19,3,129
319,mmr_polbnda_adm3_250k_mimu_1.316,Yangon,MMR013,Yangon (South),MMR013D003,Thanlyin,MMR013023,သန်လျင်,61597,29667,184650,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},389,1075,32583
12,mmr_polbnda_adm3_250k_mimu_1.12,Ayeyarwady,MMR017,Maubin,MMR017D005,Pantanaw,MMR017020,ပန်းတနော်,60277,6360,172387,2025-05-21 10:27:04.03221+00,2025-06-24 21:40:03.960375+00,{},197,393,6587
